,Unnamed: 0,Unnamed: 0.1,hmid,wid,reflection_period,original_hm,modified,num_sentence,ground_truth_category,predicted_category,match,sentence
259,181979,88610,116770.0,12128.0,24h,"I tried to cook a new recipe and not only succeeded, but also enjoyed eating it. ",True,1.0,,achievement,0.0,"I tried to cook a new recipe and not only succeeded, but also enjoyed eating it."
1086,142758,55919,83877.0,11724.0,3m,Saw my mother 2 days after my father died.  This made me happy.,True,2.0,,affection,1.0, This made me happy.
456,34690,28958,56792.0,120.0,24h,"Many of my seminar participants have phoned or visited their parents and told ... Your goal is to free yourself, to regain your peace of mind, and to get on with ... The third person you must forgive is everyone else in your life who has ever ... Whenever I think of that yesterday event or situation I feel so happy, just repeat, aI forgive myself completely.",True,4.0,,enjoy_the_moment,0.0,Many of my seminar participants have phoned or visited their parents and told .
851,41273,33881,61743.0,265.0,3m,The kids surprised me with fountain for the front garden.  ,True,1.0,,affection,0.0,The kids surprised me with fountain for the front garden.
817,184941,91143,119319.0,775.0,24h,The family went out to watch a movie in a theatre.,True,1.0,,affection,0.0,The family went out to watch a movie in a theatre.
1215,158646,68945,96995.0,1069.0,3m,I got a good home cooked meal from my woman. I worked a long 10 hours and came home to a very good aroma and delectable meal!,True,2.0,,enjoy_the_moment,0.0,I got a good home cooked meal from my woman.
1088,152358,63848,91852.0,1032.0,3m,LAST MONTH MY SISTER'S MARRIAGE TOOK PLACE IN OUR HOME.SHE WAS MARRIED TO MY FRIEND.IT IS AN IMPORTANT EVENT AND MEMORABLE DAY IN MY LIFE.,True,1.0,,affection,2.0,IT IS AN IMPORTANT EVENT AND MEMORABLE DAY IN MY LIFE.
668,144237,57171,85141.0,286.0,3m,This morning I watched a few videos with dogs.,True,1.0,leisure,leisure,0.0,This morning I watched a few videos with dogs.
1346,145219,57949,85922.0,1036.0,3m,"I just received back a lab report that i worked on a few weeks ago, and i got a really great grade. So i'm quite happy that things turned out well.",True,2.0,,achievement,0.0,"I just received back a lab report that i worked on a few weeks ago, and i got a really great grade."
673,29416,24440,52246.0,10847.0,24h,"I watched a video of Donald Trump with a cat face on his face called ""Trump as cat who doesn't like things near him"" and there is something so oddly satisfying about this video. 

https://www.youtube.com/watch?v=lnu9vTSLMXo",True,2.0,enjoy_the_moment,enjoy_the_moment,3.0,com/watch?
1348,2472,2172,29860.0,4998.0,24h,What made me happy this month was the arrival of my Mother from out of state.,True,1.0,,affection,0.0,What made me happy this month was the arrival of my Mother from out of state.
818,182412,89012,117176.0,1335.0,24h,"happy
We're starting a new series on the Buffer blog today with great tips and insights from Joel, CEO here at Buffer. Joel will share his ideas and insights about lifehacking, building a business and working on company culture. Here is #1:
Today it's a little over three years since I first had the idea for Buffer, and with the year and a half before that which I worked on my previous startup, I've started to notice a few patterns amongst the ups and downs that come with building a startup.
One of the most important things I've learned during this time is that I perform the best when I'm happy. It really does change everything. If I'm happy then I'm more productive when hacking code, I'm better at answering support, and I find it easier to stay focused.
I've found that there are a few key habits which, for me, act as great rituals for enabling me to be consistently happy. They also act as anchor activities to bring my happiness level back up quickly whenever I have a period where I'm not feeling 100%. So here are 6 of the things I do:
1. Wake up early
One of the things I love about running my own startup is that I have complete freedom to experiment with my daily routine.
Through experimentation, I've found that waking up early every day makes me feel most invigorated and happy. It gives me a great start to the day, and this almost always leads to a great rest of the day. Over time, I've found I crave that ""early morning"" feeling, a time I can do some great work and be super focused. Gretchen Rubin from The Happiness Project mentioned something similar a recent article:
""I get up at 6:00 a.m. every day, even on weekends and vacation, because I love it.""
Waking up early every day requires discipline, especially about what time I sleep. Right now, I have a sleep ritual of disengaging from the day at 9:30pm and sleeping at 10pm. I now love all aspects of this ritual and with it in place I awake at 6am feeling fresh.
The power with your mornings is that you will have about 25,000 of them in your life, so there's a lot of room to experiment.
2. Exercise daily
""We found that people who are more physically active have more pleasant-activated feelings than people who are less active"" - Amanda Hyde
In the last three years, I've gone from dabbling with exercise to it becoming something I do every weekday without fail. At first I had no idea what to do at the gym, so I asked my brother, who's a personal trainer. I then went a few times with a good friend and soon I was hooked.
Over time, I developed this into a daily ritual so strong that I feel a pull towards it, and by doing it consistently I feel fantastic and can more easily take on other challenges. I recently discovered that exercise is a keystone habit which paves the way for growth in all other areas. I've also found that it helps me to get high quality sleep each night.
3. Have a habit of disengagement
""The richest, happiest and most productive lives are characterized by the ability to fully engage in the challenge at hand, but also to disengage periodically and seek renewal"" - Loehr and Schwarz, The Power of Full Engagement
As I mentioned earlier, a key way I am able to wake up at 6am is through my ritual of disengaging in the evening. I go for a walk at 9:30pm, along a route which I've done many times before. Since the route is already decided and is the same every time, I am simply walking and doing nothing else. This prompts reflection and relaxation.",True,30.0,,achievement,2.0,"Here is #1:
Today it's a little over three years since I first had the idea for Buffer, and with the year and a half before that which I worked on my previous startup, I've started to notice a few patterns amongst the ups and downs that come with building a startup."
584,190191,95638,123839.0,565.0,24h,Today one of my best friends; fiancee got a job.  He has been on the job hunt for over two years and up to this point was unsuccessful.  I am very excited for both of them. ,True,3.0,,achievement,1.0, He has been on the job hunt for over two years and up to this point was unsuccessful.
1438,40173,33064,60917.0,4108.0,3m,Three months ago and my husband heard that we will become a parent. This is the most beautiful moment in our life soon the family will be added to a girl.It will be an angel that will bring us happiness.,True,2.0,,affection,1.0,This is the most beautiful moment in our life soon the family will be added to a girl.
1295,34997,29226,57060.0,973.0,24h,"Yesterday, before going to restaurant we went to orphanage to donate some clothes to the needy. There we met some old age people and spent some time with them. They were really happy for the time spent with them. That gives me a lot of happiness and satisfaction. ",True,4.0,bonding,bonding,2.0,They were really happy for the time spent with them.
718,16203,12847,40598.0,9399.0,24h,I cleaned my dads house for him so it was nice and smelled good.,True,1.0,,affection,0.0,I cleaned my dads house for him so it was nice and smelled good.
1131,190920,96139,124344.0,2390.0,24h,"I was able to go out for a walk, something I hadn't been able to do for a couple of weeks because I injured my leg.",True,1.0,,achievement,0.0,"I was able to go out for a walk, something I hadn't been able to do for a couple of weeks because I injured my leg."
